feeder_id,feeder_name,district,source_label,coverage_type,city_membership,match_status,canonical_name,barangay_psgc,suggested_canonical_name,geometry_precision
MORE-ILO-MEGAWORLD-F01,Megaworld Feeder 1,Mandurriao,Onate De Leon,PORTION,ILOILO_CITY,EXPLICIT_ALIAS,Oñate de Leon,0631000120,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F01,Megaworld Feeder 1,Mandurriao,Santa Rosa,PORTION,ILOILO_CITY,EXACT_PSA,Santa Rosa,0631000165,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F01,Megaworld Feeder 1,Mandurriao,Pale Benedicto,PORTION,ILOILO_CITY,EXPLICIT_ALIAS,Pale Benedicto Rizal,0631000196,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F01,Megaworld Feeder 1,Mandurriao,PHHC Block 22 NHA,PORTION,ILOILO_CITY,EXACT_PSA,PHHC Block 22 NHA,0631000128,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F01,Megaworld Feeder 1,Pavia,Jibao-an,PORTION,OUTSIDE_ILOILO_CITY,OUTSIDE_CITY,,,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F02,Megaworld Feeder 2,Mandurriao,Abeto Mirasol Taft South,PORTION,ILOILO_CITY,EXACT_PSA,Abeto Mirasol Taft South,0631000178,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F02,Megaworld Feeder 2,Mandurriao,Airport Mandurriao,PORTION,ILOILO_CITY,EXPLICIT_ALIAS,Airport,0631000004,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F03,Megaworld Feeder 3,Mandurriao,Abeto Mirasol Taft-South,PORTION,ILOILO_CITY,EXPLICIT_ALIAS,Abeto Mirasol Taft South,0631000178,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F03,Megaworld Feeder 3,Mandurriao,Airport Mandurriao,PORTION,ILOILO_CITY,EXPLICIT_ALIAS,Airport,0631000004,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F03,Megaworld Feeder 3,Mandurriao,Calajunan,PORTION,ILOILO_CITY,EXPLICIT_ALIAS,Calahunan,0631000030,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F03,Megaworld Feeder 3,Mandurriao,Guzman-Jesena,PORTION,ILOILO_CITY,EXACT_PSA,Guzman-Jesena,0631000064,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F03,Megaworld Feeder 3,Mandurriao,Navais,PORTION,ILOILO_CITY,EXACT_PSA,Navais,0631000115,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F03,Megaworld Feeder 3,Mandurriao,Onate De Leon,PORTION,ILOILO_CITY,EXPLICIT_ALIAS,Oñate de Leon,0631000120,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F03,Megaworld Feeder 3,Mandurriao,Tabucan,PORTION,ILOILO_CITY,EXACT_PSA,Tabucan,0631000176,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Jaro,Buhang,PORTION,ILOILO_CITY,EXACT_PSA,Buhang,0631000024,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Jaro,Dungon B,PORTION,ILOILO_CITY,EXACT_PSA,Dungon B,0631000051,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Jaro,MV Hechanova,PORTION,ILOILO_CITY,EXPLICIT_ALIAS,M. V. Hechanova,0631000098,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Jaro,Quintin Salas,PORTION,ILOILO_CITY,EXACT_PSA,Quintin Salas,0631000135,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Jaro,Sambag,PORTION,ILOILO_CITY,EXACT_PSA,Sambag,0631000144,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Jaro,Tabuc Suba,PORTION,ILOILO_CITY,DISTRICT_DISAMBIGUATED,Tabuc Suba (Jaro),0631000175,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Jaro,Tacas,WHOLE,ILOILO_CITY,EXACT_PSA,Tacas,0631000177,,FULL_BARANGAY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Jaro,Ungka,WHOLE,ILOILO_CITY,EXACT_PSA,Ungka,0631000187,,FULL_BARANGAY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Pavia,Mali-ao,PORTION,OUTSIDE_ILOILO_CITY,OUTSIDE_CITY,,,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Pavia,Ungka I,PORTION,OUTSIDE_ILOILO_CITY,OUTSIDE_CITY,,,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F04,Megaworld Feeder 4,Pavia,Ungka II,PORTION,OUTSIDE_ILOILO_CITY,OUTSIDE_CITY,,,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F06,Megaworld Feeder 6,Mandurriao,Buhang Taft North,PORTION,ILOILO_CITY,EXACT_PSA,Buhang Taft North,0631000025,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
MORE-ILO-MEGAWORLD-F06,Megaworld Feeder 6,Mandurriao,San Rafael,PORTION,ILOILO_CITY,EXACT_PSA,San Rafael,0631000160,,PARTIAL_NO_SUBBARANGAY_GEOMETRY
